0,1
3,6
2,2
5,2
9,21
2,0
1,0
3,0
11,0
0,1
0,4
0,0
1,6
1,0
0,8
0,1
7,0
1,1
1,1
5,0
2,1
0,0
1,2
3,2
0,2
0,1
0,1
0,0
4,3
2,2
8,3
1,6
0,0
1,1
0,1
1,5
4,2
0,0
3,7
0,0
1,11
1,1
11,3
8,4
1,3
0,0
3,3
5,11
1,9
7,6
1,0
15,18
2,3
0,0
0,0
2,4
3,5
6,11
5,8
4,4
2,0
3,0
1,2
0,1
1,0
0,1
2,0
1,0
1,8
0,0
1,2
5,2
5,4
0,1
2,0
0,0
2,2
0,2
1,0
4,4
2,9
1,3
21,22
0,0
0,4
1,2
2,1
8,2
10,4
1,2
11,7
7,5
8,3
7,1
2,18
2,1
2,6
0,2
2,4
1,2
0,5
5,6
3,1
31,12
8,1
13,10
1,0
0,7
2,36
25,34
12,14
9,15
0,1
0,0
37,35
9,2
4,10
23,8
20,24
3,6
11,12
26,29
0,1
7,20
5,5
30,35
1,4
2,3
0,4
8,2
1,0
1,2
26,37
3,5
14,19
1,1
0,1
1,9
16,8
0,0
9,13
2,0
0,0
1,5
1,6
1,0
4,4
3,7
0,11
6,10
1,0
5,13
0,0
10,4
1,1
2,7
4,7
3,2
6,2
0,3
14,3
0,0
21,5
2,1
2,6
2,0
0,1
8,2
5,1
0,0
3,1
22,14
7,0
2,5
18,7
1,1
0,1
18,19
0,0
1,5
3,5
8,13
7,6
2,11
2,0
2,7
0,0
2,5
18,23
1,5
2,9
1,7
7,12
1,6
10,12
0,0
23,35
38,66
20,20
3,5
17,10
15,5
10,14
14,6
0,0
2,0
4,2
21,4
12,12
6,9
5,12
4,2
0,0
0,0
4,2
9,5
11,13
0,3
31,8
1,1
6,3
1,2
1,1
1,3
5,0
3,9
0,2
9,2
10,6
20,23
13,22
0,2
27,21
10,22
1,5
18,31
12,67
19,30
36,14
16,42
24,22
4,13
11,11
6,17
15,16
14,57
0,0
0,0
9,16
6,5
6,11
0,5
0,6
0,1
2,0
7,10
3,0
6,19
23,6
0,0
9,5
5,9
2,0
9,0
0,3
7,3
10,11
27,15
0,0
0,0
6,2
17,7
48,24
22,32
41,7
0,20
0,0
1,1
1,3
8,9
5,4
0,1
27,41
24,28
0,0
35,37
1,1
1,27
10,32
23,30
25,63
21,30
35,33
21,16
0,0
9,24
45,46
30,25
0,6
23,25
1,2
37,25
0,0
3,2
10,24
9,5
3,6
6,13
1,2
2,3
0,0
10,12
0,10
5,2
7,6
1,10
10,13
0,0
17,19
2,5
0,11
16,9
24,49
7,34
9,13
0,26
0,0
14,9
6,11
20,11
27,28
0,0
2,12
8,0
0,0
18,25
6,10
11,6
13,15
19,11
0,2
15,12
14,23
7,6
0,0
15,24
9,29
8,23
3,3
2,1
5,0
4,8
0,0
0,0
18,43
65,33
68,44
17,35
11,45
23,48
0,0
44,61
33,40
9,12
13,21
26,7
38,50
0,1
7,7
8,0
9,12
14,18
4,15
0,4
4,4
2,12
1,5
0,0
2,10
11,1
0,5
15,9
10,10
10,4
3,1
7,12
0,0
9,15
4,2
10,32
17,21
11,17
3,0
4,3
32,42
10,9
6,4
5,2
4,3
5,8
4,2
2,2
7,1
0,0
28,3
44,32
20,44
3,18
1,3
28,30
60,48
8,14
7,43
4,12
12,21
0,0
1,9
1,5
0,0
44,61
14,18
0,10
2,2
14,20
17,19
9,10
0,0
0,0
18,4
1,6
9,16
35,35
24,19
1,13
0,0
42,42
35,29
25,27
0,1
5,2
0,0
22,18
5,26
0,0
20,14
25,48
29,40
39,26
21,29
7,12
9,8
0,0
0,0
19,22
0,0
25,61
28,40
11,31
11,50
0,0
4,1
22,32
32,13
35,33
44,44
12,6
34,15
0,0
10,16
7,2
9,6
2,5
1,3
1,10
1,6
0,0
1,1
2,9
0,11
0,2
0,0
0,0
2,2
0,0
0,0
0,3
1,0
1,0
1,1
2,1
9,26
1,1
2,0
0,0
4,1
1,10
29,32
0,0
2,0
2,0
0,1
0,0
0,0
0,1
0,3
0,0
0,0
