192642566553,0,192642566553
192642566553,87031808,192555534745
192642566553,124780544,192517786009
192642566553,185597952,192456968601
192642566553,185597952,192456968601
192642566553,342884352,192299682201
192642566553,386924544,192255642009
192642566553,452984832,192189581721
192642566553,615251968,192027314585
192642566553,659030016,191983536537
192642566553,659030016,191983536537
192642566553,726663168,191915903385
192642566553,874250240,191768316313
192642566553,874250240,191768316313
192642566553,874250240,191768316313
192642566553,899940352,191742626201
192642566553,899940352,191742626201
192642566553,949092352,191693474201
192642566553,1007222784,191635343769
192642566553,1140850688,191501715865
192642566553,1180696576,191461869977
192642566553,1242562560,191400003993
192642566553,1242562560,191400003993
192642566553,1396703232,191245863321
192642566553,1450049536,191192517017
192642566553,1520369664,191122196889
192642566553,1681653760,190960912793
192642566553,1681653760,190960912793
192642566553,1717436416,190925130137
192642566553,1735327744,190907238809
192642566553,1753219072,190889347481
192642566553,1753219072,190889347481
192642566553,1753219072,190889347481
192642566553,1753219072,190889347481
192642566553,1753219072,190889347481
192642566553,3484418048,189158148505
192642566553,9290121216,183352445337
192642566553,11361583104,181280983449
192642566553,21733572608,170908993945
192642566553,23770431488,168872135065
192642566553,34145566720,158496999833
192642566553,36209164288,156433402265
192642566553,39344406528,153298160025
192642566553,48827727872,143814838681
192642566553,51800440832,140842125721
192642566553,58598359040,134044207513
192642566553,63778324480,128864242073
192642566553,71144570880,121497995673
192642566553,76348653568,116293912985
192642566553,83651985408,108990581145
192642566553,88923176960,103719389593
192642566553,96255868928,96386697625
192642566553,101251284992,91391281561
192642566553,108490653696,84151912857
192642566553,113817419776,78825146777
192642566553,121195200512,71447366041
192642566553,123023917056,69618649497
192642566553,133094440960,59548125593
192642566553,135204175872,57438390681
192642566553,145060790272,47581776281
192642566553,147181010944,45461555609
192642566553,150369730560,42272835993
192642566553,159275286528,33367280025
192642566553,162318254080,30324312473
192642566553,171596054528,21046512025
192642566553,174686208000,17956358553
192642566553,181450571776,11191994777
192642566553,183526752256,9115814297
192642566553,186636828672,6005737881
192642566553,189998563328,2644003225
192851430604,189998563328,2852867276
192851430604,189998563328,2852867276
192851430604,189998563328,2852867276
192851430604,189998563328,2852867276
192851430604,189998563328,2852867276
192851430604,189998563328,2852867276
192851430604,189998563328,2852867276
192851430604,189998563328,2852867276
192851430604,189998563328,2852867276
192851430604,189998563328,2852867276
192851430604,189998563328,2852867276
192851430604,189998563328,2852867276
192851430604,189998563328,2852867276
192851430604,189998563328,2852867276
192851430604,189998563328,2852867276
192851430604,189998563328,2852867276
192851430604,189998563328,2852867276
192851430604,189998563328,2852867276
192851430604,189998563328,2852867276
192851430604,189998563328,2852867276
192851430604,189998563328,2852867276
