1,0
2,2
0,0
2,0
1,1
2,5
1,3
0,2
1,1
2,2
2,2
4,2
0,3
3,2
4,0
2,1
0,0
1,1
0,0
1,1
0,0
2,2
2,0
1,1
2,0
0,0
1,3
2,0
2,1
2,3
1,4
3,4
2,4
0,0
2,4
6,0
0,1
2,1
0,0
1,0
0,0
0,1
2,0
1,0
0,2
1,3
0,1
0,2
1,0
1,0
0,1
2,0
4,0
3,3
0,1
10,13
2,1
0,0
1,1
2,2
3,2
1,5
2,8
0,1
6,7
0,0
1,1
10,23
2,4
0,1
0,10
0,0
2,1
0,0
5,2
0,1
1,1
1,0
0,0
0,0
1,3
1,4
1,0
2,1
3,1
0,0
1,1
0,0
0,1
9,5
2,3
0,1
8,7
5,11
0,0
3,2
2,3
5,0
0,0
1,1
0,0
1,0
0,0
0,0
2,2
2,2
2,1
4,3
4,1
0,0
0,1
1,1
1,7
0,1
2,0
1,9
3,1
1,3
0,1
0,0
0,0
0,1
1,0
1,0
0,1
15,2
2,1
0,0
0,1
4,2
3,1
1,6
2,0
1,1
1,1
4,0
0,0
1,1
0,2
2,1
2,4
2,1
1,1
1,0
0,0
1,1
5,4
3,1
2,1
3,2
11,3
1,0
4,2
1,0
3,0
3,1
0,2
0,0
2,1
2,5
0,6
0,0
1,1
0,0
0,0
0,0
2,0
3,0
0,0
1,3
1,2
1,0
1,2
0,4
4,11
8,5
2,2
12,3
0,1
4,1
2,0
1,1
2,5
1,1
0,1
1,3
3,0
1,0
1,1
1,4
0,0
0,0
0,0
2,0
4,4
4,3
4,1
4,1
1,1
0,0
2,4
0,0
1,1
0,1
1,1
0,0
0,2
0,8
0,0
0,0
1,1
2,0
0,0
1,1
2,5
2,0
0,1
0,3
1,2
1,1
1,0
3,1
1,2
5,5
0,1
4,1
0,0
2,1
3,0
1,4
0,3
0,0
0,0
11,5
0,0
0,2
0,0
1,0
4,2
1,1
2,4
1,13
0,0
0,0
0,3
1,0
0,5
0,0
0,1
1,0
0,0
5,1
2,3
0,2
1,1
1,3
3,2
1,5
0,0
0,1
0,0
0,0
1,2
0,0
1,0
0,7
0,0
1,0
2,0
9,7
0,1
0,0
0,1
0,0
1,1
1,0
0,2
0,2
0,2
0,1
3,1
8,0
3,2
0,0
2,2
0,0
0,0
0,3
0,0
0,0
1,1
1,3
1,1
0,1
1,2
0,1
1,2
3,0
0,1
1,0
6,3
0,1
0,0
0,0
2,2
1,2
0,0
1,0
1,1
0,2
0,0
1,1
8,2
0,2
0,0
5,3
0,0
2,3
1,3
2,0
0,4
1,2
1,1
1,2
2,2
1,0
2,3
1,1
0,2
4,5
2,2
1,0
2,4
0,3
0,0
3,7
0,1
0,0
7,0
4,0
0,4
2,1
0,2
0,0
1,0
4,6
0,0
0,0
1,5
8,1
1,1
3,2
0,0
2,2
1,4
1,1
0,1
0,1
4,4
1,1
7,4
0,0
0,6
0,1
0,2
10,2
0,1
4,0
4,1
4,6
0,0
2,0
0,0
2,6
0,1
15,1
0,0
0,0
6,0
1,0
0,2
2,0
1,0
0,0
9,0
0,0
2,0
1,1
0,0
1,2
0,0
1,3
0,1
0,0
0,0
0,0
1,0
0,1
2,0
1,0
2,4
1,2
0,0
0,0
5,3
4,7
1,1
1,0
2,3
0,0
0,0
0,2
0,2
5,0
1,5
4,0
1,1
0,2
1,3
1,0
0,2
0,1
11,5
0,2
0,1
0,2
0,1
1,0
7,2
10,7
0,0
0,2
0,0
1,3
0,0
1,2
0,0
0,0
2,6
1,1
1,2
1,0
1,0
0,1
0,0
0,1
3,0
2,4
0,0
0,1
0,0
1,1
0,0
3,1
1,0
2,1
0,1
0,2
0,0
0,1
3,6
0,0
0,12
1,24
3,1
3,6
0,0
1,4
10,6
0,0
2,1
0,0
7,0
0,2
0,0
0,1
4,0
3,2
2,1
0,1
2,0
3,3
0,1
0,0
0,2
0,0
0,1
0,0
0,0
1,2
0,0
0,0
1,0
0,0
0,0
0,0
2,2
0,0
0,2
0,2
0,2
1,0
0,0
0,1
0,0
1,0
2,9
2,1
2,0
2,8
1,0
0,0
0,0
0,1
0,3
0,1
0,0
0,1
0,0
1,2
1,0
0,2
2,0
0,3
0,2
0,0
5,1
0,0
1,2
1,0
0,1
1,0
1,1
1,0
